"POA_CODE_2016","POA_NUMBER_2016","POA_NAME_2016","AREA_ALBERS_SQKM"
"3196",3196,"3196",10.6833
"3197",3197,"3197",5.8242
"3198",3198,"3198",12.3974
"3199",3199,"3199",34.3393
"3200",3200,"3200",5.1183
"3201",3201,"3201",20.3079
"3202",3202,"3202",7.1165
"3204",3204,"3204",8.3411
"3205",3205,"3205",2.1899
"3206",3206,"3206",3.6867
"3207",3207,"3207",9.5704
"3211",3211,"3211",181.1975
"3212",3212,"3212",189.57
"3213",3213,"3213",251.0269
"3214",3214,"3214",27.2177
"3215",3215,"3215",16.8231
"3216",3216,"3216",49.7061
"3217",3217,"3217",134.8368
"3218",3218,"3218",90.8862
"3219",3219,"3219",15.7874
"3220",3220,"3220",11.5417
"3221",3221,"3221",111.2254
"3222",3222,"3222",145.2073
"3223",3223,"3223",71.8556
"3224",3224,"3224",62.5186
"3225",3225,"3225",31.7233
"3226",3226,"3226",18.4215
"3227",3227,"3227",74.2734
"3228",3228,"3228",102.7528
"3230",3230,"3230",96.7604
"3231",3231,"3231",58.6744
"3232",3232,"3232",102.6521
"3233",3233,"3233",186.9825
"3234",3234,"3234",150.5727
"3235",3235,"3235",190.3812
"3236",3236,"3236",47.6929
"3237",3237,"3237",378.1372
"3238",3238,"3238",234.6113
"3239",3239,"3239",383.6799
"3240",3240,"3240",218.0904
"3241",3241,"3241",620.1285
"3242",3242,"3242",132.3472
"3243",3243,"3243",257.6269
"3249",3249,"3249",1244.1822
"3250",3250,"3250",82.9772
"3251",3251,"3251",292.1002
"3254",3254,"3254",17.6413
"3260",3260,"3260",1107.7264
"3264",3264,"3264",119.3816
"3265",3265,"3265",895.8641
"3266",3266,"3266",568.1109
"3267",3267,"3267",93.4998
"3268",3268,"3268",585.1451
"3269",3269,"3269",201.1353
"3270",3270,"3270",40.1269
"3271",3271,"3271",436.6505
"3272",3272,"3272",673.721
"3273",3273,"3273",223.5373
"3274",3274,"3274",276.6066
"3275",3275,"3275",16.1264
"3276",3276,"3276",334.9388
"3277",3277,"3277",211.9207
"3278",3278,"3278",61.077
"3279",3279,"3279",125.9759
"3280",3280,"3280",77.5083
"3281",3281,"3281",160.21
"3282",3282,"3282",62.7127
"3283",3283,"3283",382.9763
"3284",3284,"3284",221.4754
"3285",3285,"3285",411.2
"3286",3286,"3286",389.2015
"3287",3287,"3287",330.531
"3289",3289,"3289",567.1775
"3292",3292,"3292",225.2195
"3293",3293,"3293",482.5043
"3294",3294,"3294",931.4482
"3300",3300,"3300",322.628
"3301",3301,"3301",979.2958
"3302",3302,"3302",424.7183
"3303",3303,"3303",483.4426
"3304",3304,"3304",1981.2472
"3305",3305,"3305",801.8053
"3309",3309,"3309",113.6684
"3310",3310,"3310",123.2041
"3311",3311,"3311",371.1008
"3312",3312,"3312",2976.4161
"3314",3314,"3314",1399.1395
"3315",3315,"3315",1324.8193
"3317",3317,"3317",383.5895
"3318",3318,"3318",1303.4597
"3319",3319,"3319",578.815
"3321",3321,"3321",327.7169
"3322",3322,"3322",114.677
"3323",3323,"3323",225.9969
"3324",3324,"3324",390.3996
"3325",3325,"3325",494.5392
"3328",3328,"3328",60.7585
"3329",3329,"3329",296.2173
"3330",3330,"3330",186.7436
"3331",3331,"3331",264.0579
"3332",3332,"3332",88.3235
"3333",3333,"3333",241.7508
"3334",3334,"3334",257.5762
"3335",3335,"3335",100.7363
"3337",3337,"3337",154.9073
"3338",3338,"3338",113.0557
"3340",3340,"3340",600.3247
"3341",3341,"3341",156.4306
"3342",3342,"3342",446.8081
"3345",3345,"3345",46.1058
"3350",3350,"3350",86.7804
"3351",3351,"3351",1518.5504
"3352",3352,"3352",1922.9475
"3355",3355,"3355",30.3596
"3356",3356,"3356",16.1649
"3357",3357,"3357",25.4355
"3360",3360,"3360",287.3113
"3361",3361,"3361",463.5322
"3363",3363,"3363",161.8011
"3364",3364,"3364",584.9719
"3370",3370,"3370",272.5268
"3371",3371,"3371",311.63
"3373",3373,"3373",888.3971
"3374",3374,"3374",154.9187
"3375",3375,"3375",367.2823
"3377",3377,"3377",1324.6383
"3378",3378,"3378",308.3383
"3379",3379,"3379",1386.9431
"3380",3380,"3380",93.1404
"3381",3381,"3381",783.8126
"3384",3384,"3384",625.3894
"3385",3385,"3385",836.4259
"3387",3387,"3387",882.9256
"3388",3388,"3388",494.6358
"3390",3390,"3390",440.0354
"3391",3391,"3391",343.867
"3392",3392,"3392",609.7559
"3393",3393,"3393",1395.0468
"3395",3395,"3395",833.6486
"3396",3396,"3396",914.866
"3400",3400,"3400",23.8292
"3401",3401,"3401",4610.0498
"3407",3407,"3407",581.2878
"3409",3409,"3409",1588.7818
"3412",3412,"3412",323.2481
"3413",3413,"3413",977.1187
"3414",3414,"3414",693.9584
"3415",3415,"3415",47.4742
"3418",3418,"3418",2954.2891
"3419",3419,"3419",1027.2715
"3420",3420,"3420",1674.2228
"3423",3423,"3423",716.2215
"3424",3424,"3424",1363.5154
"3427",3427,"3427",67.7506
"3428",3428,"3428",33.6846
"3429",3429,"3429",173.628
"3430",3430,"3430",86.8846
"3431",3431,"3431",72.5941
"3432",3432,"3432",27.6545
"3433",3433,"3433",25.7516
"3434",3434,"3434",167.1148
"3435",3435,"3435",263.3535
"3437",3437,"3437",184.832
"3438",3438,"3438",26.2249
"3440",3440,"3440",38.9733
"3441",3441,"3441",34.0169
"3442",3442,"3442",275.7368
"3444",3444,"3444",936.8462
"3446",3446,"3446",87.0862
"3447",3447,"3447",47.9579
"3448",3448,"3448",220.3601
"3450",3450,"3450",22.8791
"3451",3451,"3451",311.8368
"3453",3453,"3453",171.696
"3458",3458,"3458",351.9542
"3460",3460,"3460",45.0525
"3461",3461,"3461",550.6806
"3462",3462,"3462",139.6158
"3463",3463,"3463",530.6538
"3464",3464,"3464",116.2721
"3465",3465,"3465",880.5183
"3467",3467,"3467",102.8086
"3468",3468,"3468",222.4462
"3469",3469,"3469",228.7419
"3472",3472,"3472",461.4507
"3475",3475,"3475",508.9179
"3477",3477,"3477",2037.7766
"3478",3478,"3478",488.8625
"3480",3480,"3480",1438.5685
"3482",3482,"3482",517.7201
"3483",3483,"3483",1177.4827
"3485",3485,"3485",627.4353
"3487",3487,"3487",317.5964
"3488",3488,"3488",307.5921
"3489",3489,"3489",453.1693
"3490",3490,"3490",15437.9979
"3491",3491,"3491",1143.6908
"3494",3494,"3494",930.8253
"3496",3496,"3496",3381.2562
"3498",3498,"3498",64.5178
"3500",3500,"3500",78.0414
"3501",3501,"3501",1022.7094
"3505",3505,"3505",537.7132
"3506",3506,"3506",433.4114
"3507",3507,"3507",462.7314
"3509",3509,"3509",619.975
"3512",3512,"3512",1290.4296
"3515",3515,"3515",226.4581
"3516",3516,"3516",340.6389
"3517",3517,"3517",999.1275
"3518",3518,"3518",1130.4477
"3520",3520,"3520",100.0511
"3521",3521,"3521",115.8073
"3522",3522,"3522",193.6226
"3523",3523,"3523",680.5254
"3525",3525,"3525",1065.8325
"3527",3527,"3527",1187.3064
"3529",3529,"3529",291.6863
"3530",3530,"3530",485.3808
"3531",3531,"3531",331.7689
"3533",3533,"3533",1361.3987
"3537",3537,"3537",781.545
"3540",3540,"3540",521.4988
"3542",3542,"3542",394.0098
"3544",3544,"3544",1004.3354
"3546",3546,"3546",1235.9728
"3549",3549,"3549",980.5136
"3550",3550,"3550",52.627
"3551",3551,"3551",1765.9394
"3555",3555,"3555",40.9147
"3556",3556,"3556",255.0248
"3557",3557,"3557",268.6412
"3558",3558,"3558",345.8443
"3559",3559,"3559",567.1549
"3561",3561,"3561",645.1897
"3562",3562,"3562",140.9651
"3563",3563,"3563",119.7043
"3564",3564,"3564",640.4318
"3565",3565,"3565",57.3943
"3566",3566,"3566",131.5339
"3567",3567,"3567",159.5233
"3568",3568,"3568",514.3608
"3570",3570,"3570",570.2825
"3571",3571,"3571",348.6153
"3572",3572,"3572",274.0718
"3573",3573,"3573",630.2312
"3575",3575,"3575",782.5248
"3576",3576,"3576",146.0941
"3579",3579,"3579",1943.5409
"3580",3580,"3580",59.0802
"3581",3581,"3581",144.6021
"3583",3583,"3583",28.7574
"3584",3584,"3584",100.7874
"3585",3585,"3585",1073.5503
"3586",3586,"3586",210.8776
"3588",3588,"3588",32.8501
"3589",3589,"3589",30.1912
"3590",3590,"3590",32.6285
"3591",3591,"3591",18.912
"3594",3594,"3594",29.0314
"3595",3595,"3595",36.5777
"3596",3596,"3596",141.1499
"3597",3597,"3597",1148.8942
"3599",3599,"3599",163.7876
"3607",3607,"3607",80.6847
"3608",3608,"3608",532.8675
"3610",3610,"3610",264.407
"3612",3612,"3612",469.4716
"3614",3614,"3614",84.8059
"3616",3616,"3616",280.6496
"3617",3617,"3617",33.3432
"3618",3618,"3618",55.8419
"3620",3620,"3620",360.1536
"3621",3621,"3621",186.7948
"3622",3622,"3622",163.4506
"3623",3623,"3623",130.4296
"3624",3624,"3624",84.0851
"3629",3629,"3629",302.0719
"3630",3630,"3630",141.9294
"3631",3631,"3631",646.927
"3633",3633,"3633",54.1272
"3634",3634,"3634",309.0823
"3635",3635,"3635",181.4429
"3636",3636,"3636",393.6824
"3637",3637,"3637",231.2214
"3638",3638,"3638",445.6397
"3639",3639,"3639",500.4085
"3640",3640,"3640",163.882
"3641",3641,"3641",253.0803
"3644",3644,"3644",474.8828
"3646",3646,"3646",340.9775
"3647",3647,"3647",16.4971
"3649",3649,"3649",162.0912
"3658",3658,"3658",613.09
"3659",3659,"3659",177.9421
"3660",3660,"3660",629.2936
"3662",3662,"3662",412.6574
"3663",3663,"3663",68.6945
"3664",3664,"3664",228.9422
"3665",3665,"3665",185.2391
"3666",3666,"3666",1367.6298
"3669",3669,"3669",835.6248
"3670",3670,"3670",253.1654
"3672",3672,"3672",315.3043
"3673",3673,"3673",897.191
"3675",3675,"3675",478.2077
"3677",3677,"3677",48.7988
"3678",3678,"3678",2455.1901
"3682",3682,"3682",340.5055
"3683",3683,"3683",267.4078
"3685",3685,"3685",350.8814
"3687",3687,"3687",36.6905
"3688",3688,"3688",191.8775
"3690",3690,"3690",81.1799
"3691",3691,"3691",1837.4123
"3694",3694,"3694",1.8476
"3695",3695,"3695",181.8809
"3697",3697,"3697",140.6154
"3698",3698,"3698",48.8349
"3699",3699,"3699",502.9748
"3700",3700,"3700",279.7447
"3701",3701,"3701",3023.118
"3704",3704,"3704",168.3608
"3705",3705,"3705",238.419
"3707",3707,"3707",2318.0768
"3708",3708,"3708",75.517
"3709",3709,"3709",542.0763
"3711",3711,"3711",61.3675
"3712",3712,"3712",328.1289
"3713",3713,"3713",675.9291
"3714",3714,"3714",618.0037
"3715",3715,"3715",235.2731
"3717",3717,"3717",1005.8024
"3718",3718,"3718",88.3678
"3719",3719,"3719",236.4606
"3720",3720,"3720",192.6305
"3722",3722,"3722",421.521
"3723",3723,"3723",3102.2458
"3725",3725,"3725",309.469
"3726",3726,"3726",245.464
"3727",3727,"3727",246.6493
"3728",3728,"3728",376.2679
"3730",3730,"3730",485.9586
"3732",3732,"3732",254.3079
"3733",3733,"3733",57.6719
"3735",3735,"3735",208.1647
"3737",3737,"3737",1737.5617
"3738",3738,"3738",27.746
"3739",3739,"3739",53.4715
"3740",3740,"3740",679.6769
"3741",3741,"3741",752.342
"3744",3744,"3744",43.9889
"3746",3746,"3746",56.3173
"3747",3747,"3747",423.8099
"3749",3749,"3749",186.7638
"3750",3750,"3750",53.8918
"3751",3751,"3751",52.1594
"3752",3752,"3752",21.4539
"3753",3753,"3753",111.7187
"3754",3754,"3754",56.0588
"3755",3755,"3755",28.3934
"3756",3756,"3756",200.8844
"3757",3757,"3757",285.4996
"3758",3758,"3758",44.7055
"3759",3759,"3759",21.0901
"3760",3760,"3760",14.7523
"3761",3761,"3761",39.79
"3762",3762,"3762",40.5926
"3763",3763,"3763",115.1449
"3764",3764,"3764",439.0863
"3765",3765,"3765",11.0304
"3766",3766,"3766",8.4659
"3767",3767,"3767",7.9362
"3770",3770,"3770",135.0123
"3775",3775,"3775",173.7615
"3777",3777,"3777",373.3848
"3778",3778,"3778",220.4257
"3779",3779,"3779",580.4188
"3781",3781,"3781",42.3677
"3782",3782,"3782",88.6992
"3783",3783,"3783",202.3353
"3785",3785,"3785",5.512
"3786",3786,"3786",4.5146
"3787",3787,"3787",3.4167
"3788",3788,"3788",17.7524
"3789",3789,"3789",6.6593
"3791",3791,"3791",12.0532
"3792",3792,"3792",3.9761
"3793",3793,"3793",19.8847
"3795",3795,"3795",30.1744
"3796",3796,"3796",16.9894
"3797",3797,"3797",142.6249
"3799",3799,"3799",706.2157
"3800",3800,"3800",1.1942
"3802",3802,"3802",15.2864
"3803",3803,"3803",8.455
"3804",3804,"3804",31.6453
"3805",3805,"3805",27.4332
"3806",3806,"3806",45.7186
"3807",3807,"3807",14.6971
"3808",3808,"3808",35.2809
"3809",3809,"3809",48.4987
"3810",3810,"3810",147.5879
"3812",3812,"3812",97.3761
"3813",3813,"3813",69.6945
"3814",3814,"3814",77.7275
"3815",3815,"3815",103.9187
"3816",3816,"3816",151.417
"3818",3818,"3818",279.626
"3820",3820,"3820",74.2902
"3821",3821,"3821",298.5327
"3822",3822,"3822",62.764
"3823",3823,"3823",122.4606
"3824",3824,"3824",213.4934
"3825",3825,"3825",1871.9393
"3831",3831,"3831",176.2022
"3832",3832,"3832",52.414
"3833",3833,"3833",931.5575
"3835",3835,"3835",65.7047
"3840",3840,"3840",341.1902
"3842",3842,"3842",21.4534
"3844",3844,"3844",577.0377
"3847",3847,"3847",485.7596
"3850",3850,"3850",48.6122
"3851",3851,"3851",1883.44
"3852",3852,"3852",8.6506
"3854",3854,"3854",172.3629
"3856",3856,"3856",148.7576
"3857",3857,"3857",63.4492
"3858",3858,"3858",2578.8897
"3859",3859,"3859",193.1815
"3860",3860,"3860",1396.8374
"3862",3862,"3862",3055.3475
"3864",3864,"3864",187.1784
"3865",3865,"3865",12.9135
"3869",3869,"3869",97.2314
"3870",3870,"3870",273.5315
"3871",3871,"3871",291.2529
"3873",3873,"3873",92.7613
"3874",3874,"3874",269.2634
"3875",3875,"3875",2405.0453
"3878",3878,"3878",18.0798
"3880",3880,"3880",167.6983
"3882",3882,"3882",68.2582
"3885",3885,"3885",3662.3774
"3886",3886,"3886",55.2811
"3887",3887,"3887",318.8285
"3888",3888,"3888",3374.0971
"3889",3889,"3889",1714.1053
"3890",3890,"3890",1716.6495
"3891",3891,"3891",1330.6359
"3892",3892,"3892",243.9108
"3893",3893,"3893",375.3582
"3895",3895,"3895",286.7583
"3896",3896,"3896",1097.7093
"3898",3898,"3898",1392.3469
"3900",3900,"3900",1211.473
"3902",3902,"3902",26.4884
"3903",3903,"3903",41.6349
"3904",3904,"3904",27.6078
"3909",3909,"3909",327.2096
"3910",3910,"3910",28.8446
"3911",3911,"3911",18.6901
"3912",3912,"3912",72.3275
"3913",3913,"3913",23.6157
"3915",3915,"3915",64.8347
"3916",3916,"3916",35.1777
"3918",3918,"3918",17.216
"3919",3919,"3919",6.5625
"3920",3920,"3920",15.4031
"3921",3921,"3921",170.2291
"3922",3922,"3922",75.0881
"3923",3923,"3923",10.2968
"3925",3925,"3925",30.7786
"3926",3926,"3926",54.1204
"3927",3927,"3927",14.911
"3928",3928,"3928",28.7388
"3929",3929,"3929",55.132
"3930",3930,"3930",23.2077
"3931",3931,"3931",21.0928
"3933",3933,"3933",42.8797
"3934",3934,"3934",30.2094
"3936",3936,"3936",45.0575
"3937",3937,"3937",38.6917
"3938",3938,"3938",4.2898
"3939",3939,"3939",97.6869
"3940",3940,"3940",5.4644
"3941",3941,"3941",24.3905
"3942",3942,"3942",6.2857
"3943",3943,"3943",7.2449
"3944",3944,"3944",11.0964
"3945",3945,"3945",153.6199
"3946",3946,"3946",30.6097
"3950",3950,"3950",120.9764
"3951",3951,"3951",182.6483
"3953",3953,"3953",504.8298
"3954",3954,"3954",36.807
"3956",3956,"3956",498.4632
"3957",3957,"3957",65.313
"3958",3958,"3958",108.9795
"3959",3959,"3959",211.6176
"3960",3960,"3960",831.5162
"3962",3962,"3962",150.239
"3964",3964,"3964",2.8934
"3965",3965,"3965",8.8662
"3966",3966,"3966",124.1262
"3967",3967,"3967",87.9589
"3971",3971,"3971",835.935
"3975",3975,"3975",13.3829
"3976",3976,"3976",13.3423
"3977",3977,"3977",142.8266
"3978",3978,"3978",95.862
"3979",3979,"3979",69.8591
"3980",3980,"3980",37.0278
"3981",3981,"3981",198.4709
"3984",3984,"3984",235.0489
"3987",3987,"3987",79.5517
"3988",3988,"3988",126.6841
"3990",3990,"3990",25.7656
"3991",3991,"3991",49.1914
"3992",3992,"3992",99.0542
"3995",3995,"3995",198.9026
"3996",3996,"3996",151.814
"4000",4000,"4000",3.6673
"4005",4005,"4005",2.704
"4006",4006,"4006",5.2016
"4007",4007,"4007",5.2852
"4008",4008,"4008",46.0443
"4009",4009,"4009",5.6147
"4010",4010,"4010",1.3224
"4011",4011,"4011",5.2687
"4012",4012,"4012",7.8454
"4013",4013,"4013",2.9887
"4014",4014,"4014",16.9127
"4017",4017,"4017",21.7655
"4018",4018,"4018",6.2815
"4019",4019,"4019",10.6634
"4020",4020,"4020",11.922
"4021",4021,"4021",5.349
"4022",4022,"4022",10.34
"4025",4025,"4025",175.3154
"4029",4029,"4029",0.1971
"4030",4030,"4030",5.8378
"4031",4031,"4031",4.7721
"4032",4032,"4032",7.508
"4034",4034,"4034",29.5422
"4035",4035,"4035",19.0663
"4036",4036,"4036",12.8364
"4037",4037,"4037",9.1057
"4051",4051,"4051",16.941
"4053",4053,"4053",22.512
"4054",4054,"4054",8.7809
"4055",4055,"4055",37.9889
"4059",4059,"4059",3.3042
"4060",4060,"4060",5.8255
"4061",4061,"4061",12.4344
"4064",4064,"4064",3.5905
"4065",4065,"4065",5.0054
"4066",4066,"4066",20.0067
"4067",4067,"4067",2.7534
"4068",4068,"4068",10.4375
"4069",4069,"4069",103.2441
"4070",4070,"4070",31.2733
"4072",4072,"4072",1.2208
"4073",4073,"4073",4.9721
"4074",4074,"4074",13.6903
"4075",4075,"4075",14.0797
"4076",4076,"4076",23.3992
"4077",4077,"4077",18.9843
"4078",4078,"4078",13.2186
"4101",4101,"4101",5.1014
"4102",4102,"4102",3.4279
"4103",4103,"4103",4.0601
"4104",4104,"4104",3.0297
"4105",4105,"4105",7.1451
"4106",4106,"4106",9.223
"4107",4107,"4107",4.5662
"4108",4108,"4108",8.7234
"4109",4109,"4109",15.4409
"4110",4110,"4110",34.6725
"4111",4111,"4111",5.266
"4112",4112,"4112",4.5809
"4113",4113,"4113",14.3618
"4114",4114,"4114",14.3563
"4115",4115,"4115",11.9235
"4116",4116,"4116",16.1304
"4117",4117,"4117",12.5543
"4118",4118,"4118",24.1339
"4119",4119,"4119",4.1871
"4120",4120,"4120",2.9685
"4121",4121,"4121",10.4276
"4122",4122,"4122",20.8577
"4123",4123,"4123",21.5666
"4124",4124,"4124",213.0819
"4125",4125,"4125",38.7811
"4127",4127,"4127",30.3412
"4128",4128,"4128",12.1387
"4129",4129,"4129",8.8171
"4130",4130,"4130",37.9606
"4131",4131,"4131",11.3025
"4132",4132,"4132",13.3988
"4133",4133,"4133",47.8856
"4151",4151,"4151",5.3176
"4152",4152,"4152",23.3753
"4153",4153,"4153",9.7744
"4154",4154,"4154",15.22
"4155",4155,"4155",13.5401
"4156",4156,"4156",31.9789
"4157",4157,"4157",41.4595
"4158",4158,"4158",2.6658
"4159",4159,"4159",11.273
"4160",4160,"4160",14.7691
"4161",4161,"4161",13.6902
"4163",4163,"4163",11.8716
"4164",4164,"4164",21.6475
"4165",4165,"4165",113.9017
"4169",4169,"4169",3.1985
"4170",4170,"4170",12.8115
"4171",4171,"4171",4.7634
"4172",4172,"4172",8.4585
"4173",4173,"4173",8.6952
"4174",4174,"4174",6.6961
"4178",4178,"4178",44.3278
"4179",4179,"4179",9.2731
"4183",4183,"4183",272.6848
"4184",4184,"4184",33.2038
"4205",4205,"4205",5.8367
"4207",4207,"4207",281.8499
"4208",4208,"4208",141.5987
"4209",4209,"4209",131.2194
"4210",4210,"4210",83.7652
"4211",4211,"4211",447.5283
"4212",4212,"4212",34.1517
"4213",4213,"4213",168.7859
"4214",4214,"4214",30.4289
"4215",4215,"4215",18.8988
"4216",4216,"4216",47.5148
"4217",4217,"4217",19.8137
"4218",4218,"4218",15.3977
"4220",4220,"4220",19.9899
"4221",4221,"4221",15.225
"4222",4222,"4222",0.353
"4223",4223,"4223",47.0841
"4224",4224,"4224",3.1169
"4225",4225,"4225",4.6137
"4226",4226,"4226",27.6283
"4227",4227,"4227",12.325
"4228",4228,"4228",79.405
"4229",4229,"4229",0.3441
"4230",4230,"4230",1.0486
"4270",4270,"4270",71.2311
"4271",4271,"4271",6.3144
"4272",4272,"4272",36.1375
"4275",4275,"4275",329.0095
"4280",4280,"4280",141.8168
"4285",4285,"4285",1416.0488
"4287",4287,"4287",421.0465
"4300",4300,"4300",56.2478
"4301",4301,"4301",35.2574
"4303",4303,"4303",15.071
"4304",4304,"4304",22.6959
"4305",4305,"4305",74.1366
"4306",4306,"4306",2856.6788
"4307",4307,"4307",205.3988
"4309",4309,"4309",542.809
"4310",4310,"4310",925.1424
"4311",4311,"4311",578.9217
"4312",4312,"4312",1071.1825
"4313",4313,"4313",610.9469
"4340",4340,"4340",698.8553
"4341",4341,"4341",493.1726
"4342",4342,"4342",103.0037
"4343",4343,"4343",852.3073
"4344",4344,"4344",318.3502
"4345",4345,"4345",7.1286
"4346",4346,"4346",25.4153
"4347",4347,"4347",140.5323
"4350",4350,"4350",313.3991
"4352",4352,"4352",3943.0334
"4353",4353,"4353",99.239
"4354",4354,"4354",158.3554
"4355",4355,"4355",800.0815
"4356",4356,"4356",1046.9675
"4357",4357,"4357",2814.8805
"4358",4358,"4358",425.5436
"4359",4359,"4359",267.1232
"4360",4360,"4360",121.6355
"4361",4361,"4361",769.9085
"4362",4362,"4362",461.3369
"4363",4363,"4363",65.7958
"4364",4364,"4364",150.6826
"4365",4365,"4365",317.4793
"4370",4370,"4370",2443.6691
"4371",4371,"4371",330.9843
"4372",4372,"4372",32.465
"4373",4373,"4373",164.0022
"4374",4374,"4374",488.0749
"4375",4375,"4375",27.3157
"4376",4376,"4376",13.5308
"4377",4377,"4377",153.719
"4378",4378,"4378",46.8101
"4380",4380,"4380",1778.1186
"4381",4381,"4381",70.205
"4382",4382,"4382",551.2532
"4383",4383,"4383",88.08
"4384",4384,"4384",203.5414
"4385",4385,"4385",1996.6769
"4387",4387,"4387",3104.9418
"4388",4388,"4388",700.1088
"4390",4390,"4390",5342.6194
"4400",4400,"4400",59.1923
"4401",4401,"4401",651.8085
"4402",4402,"4402",229.0592
"4403",4403,"4403",591.6033
"4404",4404,"4404",613.2059
"4405",4405,"4405",3297.8132
"4406",4406,"4406",7550.094
"4407",4407,"4407",1775.0356
"4408",4408,"4408",489.1868
"4410",4410,"4410",515.3654
"4411",4411,"4411",433.7235
"4412",4412,"4412",343.0478
"4413",4413,"4413",7334.242
"4415",4415,"4415",2305.4641
"4416",4416,"4416",2010.6533
"4417",4417,"4417",5069.1419
"4418",4418,"4418",387.6687
"4419",4419,"4419",4252.5852
"4420",4420,"4420",11829.9298
"4421",4421,"4421",1638.6392
"4422",4422,"4422",3182.5183
"4423",4423,"4423",2413.3617
"4424",4424,"4424",942.3824
"4425",4425,"4425",676.9575
"4426",4426,"4426",1057.584
"4427",4427,"4427",2212.1883
"4428",4428,"4428",2349.129
"4454",4454,"4454",6599.3815
"4455",4455,"4455",10349.03
"4461",4461,"4461",241.7695
"4462",4462,"4462",1738.9037
"4465",4465,"4465",19240.8427
"4467",4467,"4467",6344.482
"4468",4468,"4468",8082.3321
"4470",4470,"4470",19243.8051
"4472",4472,"4472",17632.5516
"4474",4474,"4474",18448.6856
"4475",4475,"4475",2906.0715
"4477",4477,"4477",8425.5993
"4478",4478,"4478",12904.6963
"4479",4479,"4479",3990.1821
"4480",4480,"4480",65674.6604
"4481",4481,"4481",33308.5941
"4482",4482,"4482",32959.5201
"4486",4486,"4486",9947.906
"4487",4487,"4487",12740.9303
"4488",4488,"4488",14724.0375
"4489",4489,"4489",5069.1761
"4490",4490,"4490",30098.6815
"4491",4491,"4491",6078.0679
"4492",4492,"4492",49759.1374
"4493",4493,"4493",6145.6939
"4494",4494,"4494",1676.7874
"4496",4496,"4496",1719.3053
"4497",4497,"4497",3505.0666
"4498",4498,"4498",1423.1466
"4500",4500,"4500",86.5893
"4501",4501,"4501",8.1316
"4502",4502,"4502",6.6035
"4503",4503,"4503",99.6934
"4504",4504,"4504",41.7371
"4505",4505,"4505",52.3357
"4506",4506,"4506",58.7977
"4507",4507,"4507",145.3505
"4508",4508,"4508",19.4373
"4509",4509,"4509",26.2561
"4510",4510,"4510",218.9396
"4511",4511,"4511",36.5018
"4512",4512,"4512",102.1152
"4514",4514,"4514",511.987
"4515",4515,"4515",1384.4755
"4516",4516,"4516",101.1794
"4517",4517,"4517",80.7742
"4518",4518,"4518",72.414
"4519",4519,"4519",202.0281
"4520",4520,"4520",332.3237
"4521",4521,"4521",288.2282
"4550",4550,"4550",69.6787
"4551",4551,"4551",95.279
"4552",4552,"4552",455.8262
"4553",4553,"4553",65.1101
"4554",4554,"4554",37.3254
"4555",4555,"4555",49.291
"4556",4556,"4556",71.7189
"4557",4557,"4557",11.3654
"4558",4558,"4558",14.9241
"4559",4559,"4559",41.1572
"4560",4560,"4560",218.3743
"4561",4561,"4561",117.7266
"4562",4562,"4562",207.5346
"4563",4563,"4563",176.2523
"4564",4564,"4564",24.0131
"4565",4565,"4565",304.3316
"4566",4566,"4566",26.2506
"4567",4567,"4567",19.966
"4568",4568,"4568",96.0095
"4569",4569,"4569",37.584
"4570",4570,"4570",3861.1389
"4571",4571,"4571",202.3033
"4572",4572,"4572",1.5035
"4573",4573,"4573",61.235
"4574",4574,"4574",360.3842
"4575",4575,"4575",17.8272
"4580",4580,"4580",707.8497
"4581",4581,"4581",1693.7301
"4600",4600,"4600",623.0267
"4601",4601,"4601",1800.5717
"4605",4605,"4605",771.7766
"4606",4606,"4606",250.7621
"4608",4608,"4608",463.5732
"4610",4610,"4610",3801.9405
"4611",4611,"4611",42.5772
"4612",4612,"4612",599.5949
"4613",4613,"4613",1749.936
"4614",4614,"4614",248.5346
"4615",4615,"4615",1360.8524
"4620",4620,"4620",1180.9336
"4621",4621,"4621",1627.363
"4625",4625,"4625",3244.3287
"4626",4626,"4626",4227.3073
"4627",4627,"4627",4801.0871
"4630",4630,"4630",5561.7434
"4650",4650,"4650",2645.9161
"4655",4655,"4655",458.5895
"4659",4659,"4659",301.2547
"4660",4660,"4660",1489.8297
"4662",4662,"4662",29.3873
"4670",4670,"4670",1781.7866
"4671",4671,"4671",3774.1675
"4673",4673,"4673",304.3716
"4674",4674,"4674",1078.1463
"4676",4676,"4676",647.6431
"4677",4677,"4677",1423.5285
"4678",4678,"4678",642.7085
"4680",4680,"4680",4993.763
"4694",4694,"4694",277.6657
"4695",4695,"4695",843.5076
"4697",4697,"4697",596.5489
"4699",4699,"4699",895.1947
"4700",4700,"4700",114.5925
"4701",4701,"4701",534.3442
"4702",4702,"4702",47039.8825
"4703",4703,"4703",1159.5247
"4704",4704,"4704",98.0086
"4705",4705,"4705",8543.109
"4706",4706,"4706",1440.7934
"4707",4707,"4707",2983.4314
"4709",4709,"4709",11.4711
"4710",4710,"4710",33.5185
"4711",4711,"4711",63.8306
"4712",4712,"4712",626.4256
"4713",4713,"4713",219.5151
"4714",4714,"4714",490.6655
"4715",4715,"4715",2772.4575
"4716",4716,"4716",1269.4857
"4717",4717,"4717",657.3194
"4718",4718,"4718",5866.149
"4719",4719,"4719",4044.5466
